TIMESTAMP,DEPT,BDEP,DEPT_BDEP_DIFF,RPM,ROP,WOB,TORQUE,SPP,FLOW_RATE,HOOK_LOAD,OPERATION
2024-06-15 06:00:00,2800.1354171909884,2800.01451804992,0.12089914106854849,129.0181000786016,26.591118524462356,30.2071577772339,19.29174139781105,4078.517986316225,1083.4690640662243,199.610338070879,Rotary Drilling
2024-06-15 06:00:10,2799.713580375445,2800.2185341913323,-0.5049538158873474,142.47539147069796,33.45495887968213,32.85432167125272,21.205673697188796,4135.676653150717,1111.3311735882546,191.4935543027877,Rotary Drilling
2024-06-15 06:00:20,2800.7287575887394,2800.195277298627,0.5334802901124931,137.96643878981928,36.53700721222312,34.701791462798944,21.66634757366202,4176.518465328255,1090.7111263088982,195.95587865949545,Rotary Drilling
2024-06-15 06:00:30,2800.8875328178256,2800.3550011349294,0.5325316828962059,132.06035658120067,63.92162887176507,,21.368981672738954,4217.4313637825635,1102.7609687730676,202.63707721259757,Rotary Drilling
2024-06-15 06:00:40,2800.2475717113216,2799.9928982837087,0.25467342761294276,123.11166035515598,31.968749158521444,,19.05084986962418,4191.740240063814,2000.0,198.5453589818605,Rotary Drilling
2024-06-15 06:00:50,2800.391954814424,2799.9322449293672,0.4597098850567818,58.721917408679204,27.50946180732358,29.3069845074354,18.820159531261098,4121.354686224469,1049.5413250416862,198.0298316468215,Rotary Drilling
2024-06-15 06:01:00,,2801.2113248796986,,,23.78835041004634,30.934899622333738,31.774877342605375,4207.876599281197,1099.1408101492636,200.77156483681432,Rotary Drilling
2024-06-15 06:01:10,2800.730908878505,2800.2917873021815,0.4391215763234868,100.85677020800979,19.020992806616977,29.475685050442145,17.57102287417617,4119.492963396826,1080.9252749351785,0.0,Rotary Drilling
2024-06-15 06:01:20,2800.8866276304775,2800.2925074088935,0.5941202215840349,115.74702165155048,22.53423700627436,26.882412087716304,18.75166212886326,4145.117317761704,1067.7655350353234,203.0778687007684,Rotary Drilling
2024-06-15 06:01:30,2801.3552959170715,2799.89087851,1.4644174070713234,133.78161710494376,21.573494884431057,48.738501910821455,18.158888922592975,4076.3847857990986,1052.93212839312,199.9895811051887,Rotary Drilling
2024-06-15 06:01:40,2800.756656885915,2800.5541563550873,0.2025005308278196,128.24677532313703,20.919115103485115,22.465190083124043,17.057880406444664,4087.2049854778807,1076.5692313794273,,Rotary Drilling
2024-06-15 06:01:50,2800.6332676291295,2800.343520885128,0.2897467440016044,127.11515928270455,21.588366870390175,27.00431494734538,18.9329473943856,4096.849712203114,1070.3954491705633,0.0,Rotary Drilling
2024-06-15 06:02:00,2800.5237557535866,2801.5943575860456,-1.0706018324590332,126.46852569634359,22.73723219318299,27.964524098166564,19.341255162712514,4085.1459782322745,1796.015724269081,198.5891158871204,Rotary Drilling
2024-06-15 06:02:10,2800.7836331449676,2801.406838992687,-0.6232058477194187,245.6071271832512,22.692566154315276,75.32141424564549,19.653729088374085,4061.430739437573,1040.0245815497333,203.63468942367632,Rotary Drilling
2024-06-15 06:02:20,2801.0473193154726,2800.7819972692637,0.2653220462088939,87.73228029898728,18.956414877921716,31.318898002498685,20.351924603620798,4033.550205989997,1022.7902274473932,197.38509401183885,Rotary Drilling
2024-06-15 06:02:30,2801.6515657822515,2802.014172745334,-0.36260696308227125,86.87066789483787,19.59964300690758,31.369556168091027,18.22228514905409,3965.8369320520037,1034.4748974904385,197.39052276767163,Rotary Drilling
2024-06-15 06:02:40,2801.0266773474946,2801.574666932002,-0.547989584507377,113.6220845874957,24.206164248319347,30.07702658594053,20.309664807362537,3973.507778931252,2500.0,203.23065700425644,Rotary Drilling
2024-06-15 06:02:50,2801.3264451180316,2801.1293761791367,0.19706893889497223,128.46823285248348,28.678612232244056,32.81765499940908,21.320105837235293,4010.4711798815856,999.6403155161038,197.86082460633247,Rotary Drilling
2024-06-15 06:03:00,2801.3243842260313,2800.3295488089034,0.9948354171278879,128.84833514704587,24.095987639712405,31.06540887872504,60.0,4069.6916471580594,1053.71858443582,202.32304441016382,Rotary Drilling
2024-06-15 06:03:10,2801.753184001992,2802.3130430489937,-0.559859047001737,127.13486716293123,24.468314464658803,30.010427732271214,19.41017344562413,4057.1019170270247,1069.0423081427082,202.95850377545904,Rotary Drilling
2024-06-15 06:03:20,2802.2161004835107,2800.9021917690434,1.3139087144672885,132.50470949320683,23.30566403710426,26.67154695875662,16.92980350569853,6223.2040900526135,1120.3995576636305,208.7897339959571,Rotary Drilling
2024-06-15 06:03:30,2801.3536173771668,2800.8547185102598,0.49889886690698404,121.5540620080562,19.235414821320994,22.6043949095566,16.01157113131225,7895.434232444403,1062.8437158896074,210.5893445788849,Rotary Drilling
2024-06-15 06:03:40,2801.404150287977,2801.9600102935365,-0.5558600055596798,97.41625098831607,12.999561317601819,22.344748233771142,23.317856504628434,4086.694225682581,1103.3024103815537,207.7534605864483,Rotary Drilling
